S6 Anteil;S4 Anteil;M100 Anteil;Penetration;Erweichungspunkt;;
1;0;0;177;39.6;56.0736;43.52652641
1;0;0;203;38.6;62.6864;45.06561027
1;0;0;208;37.4;62.2336;40.69581438
1;0;0;187;39.2;58.6432;44.15560856
1;0;0;194;39.6;61.4592;47.70704024
1;0;0;178;39.8;56.6752;44.66345244
1;0;0;164;39.8;52.2176;41.15059663
1;0;0;179;39.6;56.7072;44.01835156
1;0;0;182;39.4;57.3664;43.85875257
1;0;0;184;39.2;57.7024;43.44722981
1;0;0;188;39;58.656;43.4926908
1;0;0;196;38.8;60.8384;44.42045203
1;0;0;191;39.2;59.8976;45.10011355
1;0;0;195;38.8;60.528;44.19381708
1;0;0;202;38.6;62.3776;44.84361219
1;0;0;197;38.2;60.2032;41.94881314
1;0;0;182;39.6;57.6576;44.7560893
1;0;0;196;38.4;60.2112;42.61681299
1;0;0;200;39.2;62.72;47.22524979
1;0;0;200;38.4;61.44;43.48654387
1;0;0;204;38;62.016;42.5367744
1;0;0;178;40;56.96;45.568
1;0;0;185;39;57.72;42.7986585
1;0;0;190;38.4;58.368;41.31221668
1;0;0;193;39;60.216;44.6494113
1;0;0;198;38.6;61.1424;43.95561987
1;0;0;193;38.4;59.2896;41.96451484
1;0;0;185;39;57.72;42.7986585
1;0;0;188;38.8;58.3552;42.60737236
1;0;0;176;39;54.912;40.7165616
1;0;0;188;39.2;58.9568;44.3917348
1;0;0;79;46.2;29.1984;35.9910895
1;0;0;84;46.2;31.0464;38.26900655
1;0;0;85;46;31.28;38.058376
1;0;0;84;46.2;31.0464;38.26900655
1;0;0;85;46;31.28;38.058376
1;0;0;79;46.6;29.4512;37.25381539
1;0;0;85;45.6;31.008;36.75177308
1;0;0;83;45.6;30.2784;35.88702548
1;0;0;87;45.4;31.5984;36.96091075
1;0;0;93;45.2;33.6288;38.81831571
1;0;0;83;46.6;30.9424;39.14008452
1;0;0;84;46.2;31.0464;38.26900655
1;0;0;80;46;29.44;35.819648
1;0;0;85;45.6;31.008;36.75177308
1;0;0;87;45.8;31.8768;38.28081406
1;0;0;85;46.2;31.416;38.72458997
1;0;0;80;46.2;29.568;36.44667291
1;0;0;84;45.8;30.7776;36.96078598
1;0;0;83;46;30.544;37.1628848
1;0;0;82;46.2;30.3072;37.35783973
1;0;0;80;45;28.8;32.805
1;0;0;91;45.4;33.0512;38.66026296
1;0;0;88;46.2;32.5248;40.0913402
1;0;0;85;45.4;30.872;36.11123464
1;0;0;88;45.2;31.8208;36.73130949
1;0;0;86;45.8;31.5104;37.8408047
1;0;0;82;46.2;30.3072;37.35783973
1;0;0;80;47.2;30.208;39.70616852
1;0;0;77;47.6;29.3216;39.52924651
1;0;0;78;46.4;28.9536;36.15484674
1;0;0;80;47.2;30.208;39.70616852
1;0;0;82;46.6;30.5696;38.66851724
1;0;0;96;45.6;35.0208;41.50788489
1;0;0;195;38.6;60.216;43.28962563
1;0;0;181;39.8;57.6304;45.41620726
1;0;0;203;38.2;62.0368;43.22644197
1;0;0;181;39.6;57.3408;44.51017672
1;0;0;182;39.4;57.3664;43.85875257
1;0;0;162;40.2;52.0992;42.30768156
1;0;0;184;39.2;57.7024;43.44722981
1;0;0;183;39.2;57.3888;43.21110356
1;0;0;185;39.2;58.016;43.68335606
1;0;0;183;39.4;57.6816;44.09973472
1;0;0;191;39.2;59.8976;45.10011355
1;0;0;202;38;61.408;42.1197472
1;0;0;195;38.2;59.592;41.52293686
1;0;0;195;38.6;60.216;43.28962563
1;0;0;190;38.8;58.976;43.06064228
1;0;0;210;38.2;64.176;44.71700893
1;0;0;195;38.6;60.216;43.28962563
1;0;0;189;38.2;57.7584;40.24530804
1;0;0;195;38.2;59.592;41.52293686
1;0;0;183;38.6;56.5104;40.62564867
1;0;0;208;37.2;61.9008;39.83227343
1;0;0;209;37.6;62.8672;41.77319236
1;0;0;210;37.4;62.832;41.08712029
1;0;0;175;39;54.6;40.4852175
1;0;0;184;38.6;56.8192;40.84764675
1;0;0;204;38.4;62.6688;44.35627475
1;0;0;207;38.4;63.5904;45.00857291
1;0;0;196;38.8;60.8384;44.42045203
1;0;0;210;38;63.84;43.787856
1;0;0;182;40.8;59.4048;50.4326792
1;0;0;196;38;59.584;40.8686656
1;0;0;176;40.4;56.8832;46.88545427
0.535577037;0.464422963;0;13;70;7.28;31.213
0.544833781;0.455166219;0;13;69.2;7.1968;29.81039496
0.54526401;0.45473599;0;15;70;8.4;36.015
0.552572323;0.447427677;0;15;69.4;8.328;34.79598547
0.530823295;0.469176705;0;14;69.8;7.8176;33.23148327
0.541508615;0.458491385;0;14;69.8;7.8176;33.23148327
0.543458117;0.456541883;0;14;69.4;7.7728;32.47625311
0.541508615;0.458491385;0;16;69.2;8.8576;36.68971688
0.544476328;0.455523672;0;13;69.2;7.1968;29.81039496
0.536441016;0.463558984;0;13;70;7.28;31.213
0.538026053;0.461973947;0;14;70;7.84;33.614
0.54558864;0.45441136;0;14;69.2;7.7504;32.10350227
0.545934327;0.454065673;0;15;68.6;8.232;33.21908928
0.546049857;0.453950143;0;14;70.2;7.8624;33.99980954
0.545934327;0.454065673;0;14;70.6;7.9072;34.78138245
0.534172377;0.465827623;0;13;70.6;7.3424;32.29699799
0.52348278;0.47651722;0;13;69.2;7.1968;29.81039496
0.534782425;0.465217575;0;15;69.4;8.328;34.79598547
0.544267763;0.455732237;0;16;66.6;8.5248;31.47870802
0.54891544;0.45108456;0;16;64.8;8.2944;28.21109907
0.718317707;0.281682293;0;186;39.4;58.6272;44.82268119
1;0;0;189;39.2;59.2704;44.62786105
1;0;0;195;38.6;60.216;43.28962563
1;0;0;200;38.4;61.44;43.48654387
1;0;0;185;39.2;58.016;43.68335606
1;0;0;188;39;58.656;43.4926908
1;0;0;179;39.2;56.1344;42.26659856
1;0;0;195;38;59.28;40.660152
1;0;0;172;39.4;54.2144;41.448931
1;0;0;179;39.6;56.7072;44.01835156
1;0;0;184;39;57.408;42.5673144
1;0;0;185;39.2;58.016;43.68335606
1;0;0;199;39;62.088;46.0374759
1;0;0;197;38.8;61.1488;44.64708699
1;0;0;191;38.6;58.9808;42.40163331
1;0;0;191;39;59.592;44.1867231
1;0;0;190;39.2;59.584;44.8639873
1;0;0;187;39.4;58.9424;45.06366335
1;0;0;185;39;57.72;42.7986585
1;0;0;189;38.8;58.6656;42.83400732
1;0;0;191;38.6;58.9808;42.40163331
1;0;0;195;38.4;59.904;42.39938028
1;0;0;188;38.8;58.3552;42.60737236
1;0;0;183;38.4;56.2176;39.79018764
1;0;0;186;39.2;58.3296;43.91948231
1;0;0;189;38.8;58.6656;42.83400732
1;0;0;192;39.6;60.8256;47.21521508
1;0;0;199;38.4;61.1328;43.26911115
1;0;0;195;38.8;60.528;44.19381708
1;0;0;193;38.6;59.5984;42.84562947
1;0;0;190;39;59.28;43.955379
1;0;0;196;38.4;60.2112;42.61681299
1;0;0;181;39.2;56.7616;42.73885106
1;0;0;195;39;60.84;45.1120995
1;0;0;197;38.8;61.1488;44.64708699
1;0;0;188;39;58.656;43.4926908
1;0;0;190;38.8;58.976;43.06064228
1;0;0;180;39.8;57.312;45.16528899
1;0;0;188;39.2;58.9568;44.3917348
1;0;0;186;39.8;59.2224;46.67079862
1;0;0;196;38.6;60.5248;43.51162371
1;0;0;190;39;59.28;43.955379
1;0;0;192;38.8;59.5968;43.5139122
1;0;0;185;39.2;58.016;43.68335606
1;0;0;193;38.4;59.2896;41.96451484
1;0;0;180;40;57.6;46.08
1;0;0;185;39.2;58.016;43.68335606
1;0;0;180;39.6;57.024;44.26426414
1;0;0;178;40.4;57.5296;47.41824353
1;0;0;184;38.8;57.1136;41.70083252
1;0;0;185;38.8;57.424;41.92746748
1;0;0;182;38.8;56.4928;41.2475626
1;0;0;185;38.6;57.128;41.06964483
1;0;0;199;38.2;60.8144;42.37468941
1;0;0;199;39;62.088;46.0374759
1;0;0;191;39;59.592;44.1867231
1;0;0;191;38.6;58.9808;42.40163331
1;0;0;194;38.4;59.5968;42.18194756
1;0;0;196;38.6;60.5248;43.51162371
1;0;0;175;39.2;54.88;41.32209357
1;0;0;178;39.4;56.1056;42.89482394
1;0;0;183;39;57.096;42.3359703
1;0;0;197;38.4;60.5184;42.83424571
1;0;0;199;38.2;60.8144;42.37468941
1;0;0;201;38;61.104;41.9112336
1;0;0;189;39.2;59.2704;44.62786105
1;0;0;196;38.6;60.5248;43.51162371
1;0;0;88;45.8;32.2432;38.72082341
1;0;0;80;46.4;29.696;37.08189409
1;0;0;81;46.2;29.9376;36.90225632
1;0;0;83;46.6;30.9424;39.14008452
1;0;0;81;46.4;30.0672;37.54541777
1;0;0;82;46.8;30.7008;39.33664031
1;0;0;81;46.2;29.9376;36.90225632
1;0;0;81;46.8;30.3264;38.85692519
1;0;0;60;49.6;23.808;36.31432335
1;0;0;60;49.4;23.712;35.73214158
1;0;0;57;49.6;22.6176;34.49860719
1;0;0;50;51.6;20.64;35.44612877
0.922294773;0.077705227;0;43;53.4;18.3696;34.96499606
0.899156004;0.100843996;0;47;52.4;19.7024;35.43423049
0.899444135;0.100555865;0;49;51.8;20.3056;35.2789068
0.899156004;0.100843996;0;50;51.4;20.56;34.89976321
0.898391867;0.101608133;0;51;51.2;20.8896;35.04693314
0.898248352;0.101751648;0;57;50.2;22.8912;36.19842913
0.898209276;0.101790724;0;54;50.4;21.7728;34.84302926
0.89778511;0.10221489;0;62;49.8;24.7008;38.13371009
1;0;0;182;39;56.784;42.1046262
1;0;0;181;39.6;57.3408;44.51017672
1;0;0;189;39.2;59.2704;44.62786105
1;0;0;192;39.2;60.2112;45.3362398
1;0;0;196;38;59.584;40.8686656
1;0;0;190;38.6;58.672;42.17963523
1;0;0;186;39;58.032;43.0300026
1;0;0;187;39.2;58.6432;44.15560856
1;0;0;186;39.6;58.9248;45.73973961
1;0;0;187;39.6;59.2416;45.98565219
1;0;0;183;38.8;56.8032;41.47419756
1;0;0;182;38.8;56.4928;41.2475626
1;0;0;176;39.4;55.4752;42.41285962
1;0;0;183;38.8;56.8032;41.47419756
1;0;0;185;38.6;57.128;41.06964483
1;0;0;192;38.4;58.9824;41.74708212
1;0;0;193;38;58.672;40.2431248
1;0;0;194;38.8;60.2176;43.96718212
1;0;0;191;39;59.592;44.1867231
1;0;0;187;38.6;57.7456;41.51364099
1;0;0;192;38.6;59.2896;42.62363139
1;0;0;192;38.4;58.9824;41.74708212
1;0;0;186;38.8;57.7344;42.15410244
1;0;0;187;39.6;59.2416;45.98565219
1;0;0;190;38.8;58.976;43.06064228
1;0;0;188;39;58.656;43.4926908
1;0;0;194;38.8;60.2176;43.96718212
1;0;0;187;38.6;57.7456;41.51364099
1;0;0;195;38.8;60.528;44.19381708
1;0;0;197;38.6;60.8336;43.73362179
1;0;0;196;38.6;60.5248;43.51162371
1;0;0;198;38;60.192;41.2856928
1;0;0;198;39;61.776;45.8061318
1;0;0;186;40;59.52;47.616
1;0;0;193;38.6;59.5984;42.84562947
1;0;0;192;38.6;59.2896;42.62363139
1;0;0;191;38.8;59.2864;43.28727724
1;0;0;184;40;58.88;47.104
1;0;0;193;38.8;59.9072;43.74054716
1;0;0;188;39;58.656;43.4926908
1;0;0;173;39.6;54.8064;42.54287609
1;0;0;174;39.6;55.1232;42.78878867
1;0;0;183;39.4;57.6816;44.09973472
1;0;0;176;39.8;56.0384;44.1616159
1;0;0;172;39.6;54.4896;42.29696351
1;0;0;192;39;59.904;44.4180672
1;0;0;186;39;58.032;43.0300026
1;0;0;192;38.8;59.5968;43.5139122
1;0;0;190;39.4;59.888;45.78660982
1;0;0;195;39;60.84;45.1120995
1;0;0;193;38.6;59.5984;42.84562947
1;0;0;185;38.6;57.128;41.06964483
1;0;0;190;38.8;58.976;43.06064228
1;0;0;195;38.6;60.216;43.28962563
1;0;0;190;38.8;58.976;43.06064228
1;0;0;188;39.6;59.5584;46.23156477
1;0;0;192;38.4;58.9824;41.74708212
1;0;0;184;39.8;58.5856;46.16896208
1;0;0;194;38.8;60.2176;43.96718212
1;0;0;190;39;59.28;43.955379
1;0;0;182;39.4;57.3664;43.85875257
1;0;0;191;38.2;58.3696;40.67118431
1;0;0;190;39.6;60.192;46.72338993
1;0;0;192;38.8;59.5968;43.5139122
1;0;0;181;39.6;57.3408;44.51017672
1;0;0;182;39;56.784;42.1046262
1;0;0;180;39.4;56.736;43.37678825
1;0;0;198;38.6;61.1424;43.95561987
1;0;0;200;38.4;61.44;43.48654387
1;0;0;184;38.8;57.1136;41.70083252
1;0;0;182;38.8;56.4928;41.2475626
1;0;0;190;38.4;58.368;41.31221668
1;0;0;230;37.4;68.816;45.00017936
1;0;0;205;38.4;62.976;44.57370747
1;0;0;173;39.6;54.8064;42.54287609
1;0;0;143;41.6;47.5904;42.82618216
1;0;0;193;39.8;61.4512;48.42722653
0.56388259;0.43611741;0;14;70;7.84;33.614
0.56388259;0.43611741;0;18;67;9.648;36.2720178
0.546112781;0.453887219;0;26;59;12.272;31.5051386
0.562831744;0.437168256;0;15;70.2;8.424;36.42836736
0.55932577;0.44067423;0;15;69;8.28;34.0006815
0.55932577;0.44067423;0;15;69.4;8.328;34.79598547
0.55932577;0.44067423;0;14;69.2;7.7504;32.10350227
0.55932577;0.44067423;0;16;70;8.96;38.416
0.55932577;0.44067423;0;15;69.4;8.328;34.79598547
0.558476512;0.441523488;0;17;68.6;9.3296;37.64830119
0.559688479;0.440311521;0;16;68.8;8.8064;35.84872677
0.559964706;0.440035294;0;16;69.6;8.9088;37.54541777
0.559374099;0.440625901;0;15;69.4;8.328;34.79598547
0.559067278;0.440932722;0;14;69.6;7.7952;32.85224055
0.559822085;0.440177915;0;14;69.8;7.8176;33.23148327
0.559120095;0.440879905;0;13;70;7.28;31.213
0.55988431;0.44011569;0;14;69.8;7.8176;33.23148327
0.560080106;0.439919894;0;14;69.6;7.7952;32.85224055
0.560080106;0.439919894;0;14;68.6;7.6832;31.00448333
0.560080106;0.439919894;0;14;68.4;7.6608;30.64449314
0.608745775;0.391254225;0;16;67.6;8.6528;33.41233033
0.610477286;0.389522714;0;17;67.2;9.1392;34.66777854
0.604986213;0.395013787;0;28;61.8;13.8432;40.8424637
0.741962552;0.258037448;0;33;56.8;14.9952;34.34846097
0.749436197;0.250563803;0;39;54.8;17.0976;35.17117204
0.749436197;0.250563803;0;41;53.8;17.6464;34.34890995
0.803515783;0.196484217;0;58;50.6;23.4784;38.02157131
0.746183652;0.253816348;0;32;58;14.848;36.2127872
0.719463828;0.280536172;0;31;57.8;14.3344;34.59975691
0.719463828;0.280536172;0;30;57.8;13.872;33.48363572
0.714244975;0.285755025;0;29;60;13.92;37.584
0.691056118;0.308943882;0;31;58.8;14.5824;37.0570632
0.778006555;0.221993445;0;47;52;19.552;34.3645952
0.825815042;0.174184958;0;59;50.4;23.7888;38.06923567
1;0;0;68;48.6;26.4384;37.93621428
1;0;0;172;39.2;53.9392;40.61371482
1;0;0;180;40;57.6;46.08
1;0;0;170;39.6;53.856;41.80513836
1;0;0;180;39.4;56.736;43.37678825
1;0;0;182;39;56.784;42.1046262
1;0;0;180;39.8;57.312;45.16528899
1;0;0;181;39.4;57.0512;43.61777041
1;0;0;203;38.4;62.3616;44.13884203
1;0;0;198;39.2;62.0928;46.75299729
1;0;0;196;38.6;60.5248;43.51162371
1;0;0;190;39;59.28;43.955379
1;0;0;180;39.6;57.024;44.26426414
1;0;0;182;39.4;57.3664;43.85875257
1;0;0;186;38.6;57.4368;41.29164291
1;0;0;188;38.6;58.0544;41.73563907
1;0;0;185;39.4;58.312;44.58169904
1;0;0;188;38.8;58.3552;42.60737236
1;0;0;199;38.8;61.7696;45.10035691
1;0;0;191;38.6;58.9808;42.40163331
1;0;0;205;38;62.32;42.745288
1;0;0;178;39.8;56.6752;44.66345244
1;0;0;188;38.6;58.0544;41.73563907
1;0;0;185;39;57.72;42.7986585
1;0;0;191;38.6;58.9808;42.40163331
1;0;0;183;39.6;57.9744;45.00200188
1;0;0;177;40;56.64;45.312
