ges;S6;S4;S17;IFOMK;TR;Dichte;Pene;R+K
94.63542;0.818959857;0;0.181040143;0;0;1033.82861;202;39.8
96.17725;0.806159253;0;0.193840747;0;0;1033.82861;213;39.8
99.57429;0.758620825;0;0.192523693;0.048855483;0;1034.85828;186;40.8
99.59798;0.758678238;0;0.1924779;0.048843862;0;1033.00671;206;39
96.17426;0.945381124;0;0;0.054618876;0;1031.62988;85;46.8
99.85049;0.943469181;0;0;0.056530819;0;1033.9613;175;40
100.03137;0.562342293;0.384910554;0;0.052747153;0;1031.78015;185;39.8
99.02168;0.537524308;0.393924139;0;0.068551554;0;1031.33215;188;39.4
100.65176;0.90004596;0;0;0.09995404;0;1029.62415;187;39.4
100.65469;0.90004887;0;0;0.09995113;0;1029.04822;188;39.4
100.66923;0.900063306;0;0;0.099936694;0;1029.73889;205;38.8
100.6301;0.900024446;0;0;0.099975554;0;1029.85938;215;39.6
100.67876;0.900072766;0;0;0.099927234;0;1029.88159;205;38
99.98077;0.89937515;0;0;0.10062485;0;1031.94958;167;39.8
99.96924;0.899363544;0;0;0.100636456;0;1031.89917;177;40.2
100.00593;0.899400466;0;0;0.100599534;0;1031.76099;176;40.2
100.2545;0.898743997;0;0;0.101256003;0;1032.31396;173;40.2
100.23809;0.89872742;0;0;0.10127258;0;1032.61316;185;39.6
99.55167;0.891128095;0;0;0.108871905;0;1031.54065;183;40.2
101.32354;0.893031965;0;0;0.106968035;0;1032.66711;178;40.2
101.32354;0.893031965;0;0;0.106968035;0;1032.47742;173;40.8
102.28214;0.894034481;0;0;0.105965519;0;1032.30518;170;40.6
101.41407;0.922925783;0;0;0.077074217;0;1032.05176;185;40.2
100.79121;0.894051178;0;0;0.105948822;0;1031.18445;187;39.2
101.31152;0.894595304;0;0;0.105404696;0;1031.24268;192;39.4
102.47403;0.89579106;0;0;0.10420894;0;1031.24268;185;39.6
102.47403;0.89579106;0;0;0.10420894;0;1031.09961;184;39.6
102.32871;0.89564307;0;0;0.10435693;0;1032.14441;185;39.4
101.29278;0.894575803;0;0;0.105424197;0;1031.15393;180;39.4
101.267;0.894548965;0;0;0.105451035;0;1031.15393;188;39
101.267;0.894548965;0;0;0.105451035;0;1031.15393;185;39.4
101.267;0.894548965;0;0;0.105451035;0;1031.15393;183;39
101.267;0.894548965;0;0;0.105451035;0;1031.15393;189;39.2
100.35861;0.893360918;0;0;0.106639082;0;1030.15527;182;40
100.41624;0.89342212;0;0;0.10657788;0;1030.13098;190;39.4
100.17688;0.934754107;0;0;0.065245893;0;1031.41553;175;40.4
102.21275;0.94530428;0;0;0.05469572;0;1032.17957;166;40.6
101.65219;0.950788665;0;0;0.049211335;0;1031.40442;169;40.6
101.65676;0.950790877;0;0;0.049209123;0;1030.45081;192;39.2
101.61246;0.950769423;0;0;0.049230577;0;1030.45081;185;40
101.67135;0.950797939;0;0;0.049202061;0;1030.45081;186;39.6
103.3036;0;0;0.935622863;0.064377137;0;1030.45081;185;40
103.31247;0;0;0.93562839;0.06437161;0;1030.45081;180;39.6
103.28216;0;0;0.950246296;0.049753704;0;1030.63599;181;39.6
103.25609;0;0;0.950233734;0.049766266;0;1031.41992;181;40
103.27193;0;0;0.950241368;0.049758632;0;1030.78467;180;40.6
103.10705;0;0;1;0;0;1032.71436;150;41
103.0647;0;0;1;0;0;1031.69788;147;41.2
103.1049;0;0;1;0;0;1031.69788;184;40.2
102.92581;0.110717516;0;0.889282484;0;0;1031.42456;170;39.8
103.29388;0.096092624;0;0.903907376;0;0;1030.92029;175;40
103.31892;0.096069336;0;0.903930664;0;0;1030.39587;175;40.6
102.91787;0.734794064;0;0.265205936;0;0;1036.76257;178;40
102.05157;0.717514096;0;0.282485904;0;0;1037.60974;141;42.4
100.81173;0.714039924;0;0.285960076;0;0;1037.27771;138;42.4
100.81173;0.714039924;0;0.285960076;0;0;1037.41553;138;42.4
101.56607;0.884299747;0;0.115700253;0;0;1035.2085;149;42
102.08467;0.907059601;0;0.092940399;0;0;1031.73767;174;40.6
102.08467;0.907059601;0;0.092940399;0;0;1030.96973;187;39.6
102.08935;0.907063861;0;0.092936139;0;0;1031.3634;186;40.4
102.10107;0.907074529;0;0.092925471;0;0;1032.17566;189;39.8
101.62998;0.906643788;0;0.093356212;0;0;1032.17566;188;40
101.62998;0.906643788;0;0.093356212;0;0;1032.01392;190;40.2
104.25235;0.802499992;0;0.197500008;0;0;1033.54858;186;40
103.30342;0.699880023;0;0.300119977;0;0;1034.6095;170;40.6
102.79014;0.698381382;0;0.301618618;0;0;1033.55811;185;40
103.3292;0.699954901;0;0.300045099;0;0;1033.55811;200;39.8
103.84483;0.701444742;0;0.298555258;0;0;1034.44177;187;40
102.68137;0.698061878;0;0.301938122;0;0;1034.53394;188;40.6
103.69718;0.701019642;0;0.298980358;0;0;1034.53394;186;40.8
102.60733;0.697844004;0;0.302155996;0;0;1034.53394;195;37.4
104.47559;0.893188639;0;0.106811361;0;0;1031.17236;192;40.4
104.02559;0.892726588;0;0.107273412;0;0;1031.21667;189;40
97.67214;0.885748587;0;0.114251413;0;0;1031.21667;189;39.8
102.21035;0.643341501;0;0.356658499;0;0;1035.29944;142;43
103.76602;0.634939646;0;0.365060354;0;0;1033.48279;160;41.4
102.65219;0.631029596;0;0.368970404;0;0;1032.30591;164;40.6
102.72539;0.631583779;0;0.368416221;0;0;1032.35474;192;41
104.10234;0.547920825;0;0.452079175;0;0;1032.35474;181;40.6
102.6375;0.555740738;0;0.444259262;0;0;1033.44128;185;40.2
102.4123;0.62903206;0;0.37096794;0;0;1032.39368;176;40.4
103.58145;0.605524445;0;0.394475555;0;0;1032.22607;167;41.2
103.58438;0.605507317;0;0.394492683;0;0;1033.28516;171;40.2
101.75424;0.611238313;0;0.388761687;0;0;1031.21729;184;40.4
103.1651;0.602879171;0;0.397120829;0;0;1035.427;126;43.4
103.1748;0.602822492;0;0.397177508;0;0;1032.2561;167;41
103.1098;0.603202508;0;0.396797492;0;0;1030.97485;181;40.6
103.9043;0.604748215;0;0.395251785;0;0;1030.97485;184;40.2
75.82228;0.664495845;0;0.259578715;0.07592544;0;1028.16943;175;39.2
75.71074;0.665474806;0;0.258487897;0.076037297;0;1027.03894;220;38.8
77.39238;0.651014867;0;0.254196214;0.094788918;0;1028.05896;215;39.2
74.54146;0.675913646;0;0.263643079;0.060443275;0;1029.73022;200;39.4
70.03593;0.719396316;0;0.280603684;0;0;1030.51404;205;39.6
75.53953;0.664625131;0;0.259577998;0.075796871;0;1030.03101;172;41
75.64688;0.663681965;0;0.261417127;0.074900908;0;1030.94556;192;40.2
73.52579;0.682828025;0;0.240110307;0.077061668;0;1032.00513;176;40.6
76.10537;0.659683673;0;0.246022455;0.094293872;0;1029.8905;189;40.4
76.15493;0.659254365;0;0.246513128;0.094232507;0;1030.94641;199;39.8
75.93985;0.661121532;0;0.264266521;0.074611946;0;1032.99573;152;41.2
75.60879;0.664016313;0;0.261045045;0.074938641;0;1031.66138;170;41.2
75.58243;0.664247895;0;0.260787328;0.074964777;0;1030.40283;180;40.6
76.64487;0.678341682;0;0.256575032;0.065083286;0;1030.40283;192;40.2
94.23984;0.658036771;0;0.28330099;0.058662239;0;1031.08923;185;40.4
95.34691;0.725245737;0;0.214130694;0.060623569;0;1031.75513;175;40.4
94.00535;0.744422419;0;0.197984476;0.057593105;0;1030.73962;190;40
75.20479;0.753816745;0;0.178146365;0.06803689;0;1028.57373;215;39.6
75.15792;0.75428684;0;0.177633841;0.068079319;0;1030.40125;194;39.8
74.99971;0.755877989;0;0.17589908;0.06822293;0;1030.40125;195;39.4
75.19454;0.761555959;0;0.17618367;0.062260372;0;1029.67651;204;39.2
75.31172;0.760371029;0;0.177776713;0.061852259;0;1031.4187;175;40.4
75.17848;0.761718646;0;0.176319473;0.061961881;0;1031.45581;172;40.2
75.36739;0.759809382;0;0.178384046;0.061806572;0;1030.35547;190;39.6
89.98419;0.803839208;0;0.196160792;0;0;1030.11487;153;42
89.98126;0.803865383;0;0.196134617;0;0;1030.07471;179;39.8
93.75121;0.800589667;0;0.199410333;0;0;1029.92725;205;39.2
90.47115;0.804305129;0;0.195694871;0;0;1029.92725;191;40
90.48223;0.804206638;0;0.195793362;0;0;1029.92725;194;39.8
90.46172;0.804388972;0;0.195611028;0;0;1029.92725;195;38.8
90.79544;0.798508273;0;0.201491727;0;0;1029.92725;187;40
80.90567;0.80681354;0;0.19318646;0;0;1029.93042;202;39.2
80.42989;0.805233602;0;0.194766398;0;0;1029.88611;193;39.6
79.66033;0.828135409;0;0.171864591;0;0;1028.83997;195;40.4
80.66831;0.811511856;0;0.188488144;0;0;1028.83997;199;39.6
82.11246;0.79723942;0;0.20276058;0;0;1029.03174;207;39.8
81.11777;0.793522184;0;0.206477816;0;0;1029.18359;199;39.8
83.5899;0.782447281;0;0.217552719;0;0;1030.43359;189;40
82.10646;0.796583972;0;0.203416028;0;0;1030.48779;185;40
80.92969;0.794381642;0;0.205618358;0;0;1030.48779;190;39.6
81.45704;0.795712808;0;0.204287192;0;0;1030.48779;191;40.6
81.45411;0.79574143;0;0.20425857;0;0;1030.48779;190;39.4
81.46582;0.795627049;0;0.204372951;0;0;1029.52576;199;40.6
81.46582;0.795627049;0;0.204372951;0;0;1030.45471;183;39.8
81.31875;0.79723889;0;0.20276111;0;0;1029.80273;188;40
81.34219;0.797009154;0;0.202990846;0;0;1029.95825;193;40
81.33695;0.7970605;0;0.2029395;0;0;1029.77209;185;40
80.74828;0.801991572;0;0.198008428;0;0;1029.80322;192;39.8
80.15702;0.797974775;0;0.202025225;0;0;1031.04016;185;41
85.20028;0.742064697;0;0.189816864;0.068118438;0;1030.328;181;40.6
84.96328;0.740558863;0;0.191132687;0.06830845;0;1030.328;187;40
81.17546;0.803005982;0;0.196994018;0;0;1033.93896;154;40.6
81.12002;0.803554782;0;0.196445218;0;0;1031.57764;154;40.6
80.7293;0.80744389;0;0.19255611;0;0;1029.09741;200;39.2
81.1834;0.802927446;0;0.197072554;0;0;1031.24512;182;39.2
81.19262;0.802836268;0;0.197163732;0;0;1031.24512;174;41
81.21679;0.802597345;0;0.197402655;0;0;1031.24512;175;41.2
81.21297;0.802635096;0;0.197364904;0;0;1030.25952;183;40
79.75833;0.817273631;0;0.182726369;0;0;1030.64417;185;40.2
79.91149;0.815707228;0;0.184292772;0;0;1029.81677;186;40
82.19297;0.806096555;0;0.193903445;0;0;1029.86121;184;39.8
82.11914;0.812129913;0;0.187870087;0;0;1029.91455;189;40.4
83.20313;0.801549293;0;0.198450707;0;0;1029.6543;192;40.4
82.2628;0.810711646;0;0.189288354;0;0;1030.43005;180;40.4
82.20485;0.811283154;0;0.188716846;0;0;1029.99683;180;40
83.82949;0.795867779;0;0.204132221;0;0;1031.41284;185;40.6
83.82949;0.795867779;0;0.204132221;0;0;1031.37585;180;40.2
82.73614;0.80032293;0;0.19967707;0;0;1031.37585;189;40.8
82.73614;0.80032293;0;0.19967707;0;0;1031.27576;186;40.2
82.65084;0.801148905;0;0.198851095;0;0;1031.27576;196;39.8
82.15196;0.798653374;0;0.201346626;0;0;1031.2959;192;40
82.16479;0.798528664;0;0.201471336;0;0;1034.55676;138;42.6
82.15489;0.79862489;0;0.20137511;0;0;1031.73596;188;40.2
82.16953;0.798482601;0;0.201517399;0;0;1031.65381;188;40.2
81.43067;0.79683392;0;0.20316608;0;0;1030.69934;185;40.4
83.43282;0.796055917;0;0.203944083;0;0;1030.62793;198;39.2
83.43282;0.796055917;0;0.203944083;0;0;1031.6344;182;39.8
83.43282;0.796055917;0;0.203944083;0;0;1031.6344;177;40.2
82.7543;0.796437164;0;0.203562836;0;0;1031.39844;183;40
82.7543;0.796437164;0;0.203562836;0;0;1030.77417;190;40
82.7543;0.796437164;0;0.203562836;0;0;1029.66736;221;39
82.7543;0.796437164;0;0.203562836;0;0;1030.62085;204;40
82.97091;0.796984871;0;0.203015129;0;0;1030.64771;198;40.6
83.15625;0.798337106;0;0.201662894;0;0;1030.9425;180;39.8
82.3418;0.806233529;0;0.193766471;0;0;1031.29688;184;40
82.31523;0.806493768;0;0.193506232;0;0;1030.59631;198;40.2
82.57675;0.876769672;0;0.123230328;0;0;1027.47876;223;39.2
81.26504;0.80047681;0;0.19952319;0;0;1032.8468;195;39.8
82.78886;0.860311641;0;0.139688359;0;0;1031.11768;191;40.4
83.11441;0.819208607;0;0.180791393;0;0;1031.99841;179;40.8
82.46075;0.817775487;0;0.182224513;0;0;1032.78528;160;40.8
69.55547;1;0;0;0;0;1032.2135;147;41.4
70.49418;1;0;0;0;0;1030.70435;167;40.2
70.73907;1;0;0;0;0;1030.70435;166;40.6
81.37384;0.869309719;0;0.130690281;0;0;1030.70435;168;40.4
81.38262;0.869215933;0;0.130784067;0;0;1029.55896;183;39.2
81.38262;0.869215933;0;0.130784067;0;0;1029.9104;184;40.4
81.38262;0.869215933;0;0.130784067;0;0;1028.99988;208;39.2
80.77031;0.870437045;0;0.129562955;0;0;1029.80225;193;39.8
80.9836;1;0;0;0;0;1035.34058;193;39.8
81.65061;0.809212081;0;0.190787919;0;0;1034.02832;180;40
80.48486;0.807508269;0;0.192491731;0;0;1032.73511;171;40.2
80.65104;0.805844413;0;0.194155587;0;0;1030.33008;198;40.6
82.46727;0.81147163;0;0.18852837;0;0;1030.33008;205;39.6
82.68353;0.812964202;0;0.187035798;0;0;1030.33008;196;40
82.12487;0.802708972;0;0.197291028;0;0;1030.33008;200;39
80.70028;0.782989848;0;0.217010152;0;0;1031.21033;191;40.4
80.15332;0.78833291;0;0.21166709;0;0;1031.19934;180;40
80.69238;0.783066505;0;0.216933495;0;0;1031.23657;195;39.6
80.35908;0.786314378;0;0.213685622;0;0;1031.2157;193;39.8
81.69141;0.773490138;0;0.226509862;0;0;1031.2157;190;40.4
80.76978;0.782316109;0;0.217683891;0;0;1031.2157;192;40.2
80.59863;0.783977346;0;0.216022654;0;0;1031.2157;186;39.2
81.21973;0.784186429;0;0.215813571;0;0;1031.2157;189;39.6
80.69297;0.782886539;0;0.217113461;0;0;1031.2157;188;39.6
80.68158;0.782997061;0;0.217002939;0;0;1031.2157;192;40.6
80.51732;0.782673219;0;0.217326781;0;0;1031.2157;195;40.6
80.51778;0.782668747;0;0.217331253;0;0;1031.2157;190;39.6
81.66342;0.785866793;0;0.214133207;0;0;1032.21899;182;40.6
81.08146;0.791333925;0;0.208666075;0;0;1032.21399;186;41.2
82.2082;0.792946689;0;0.207053311;0;0;1032.21582;177;40
81.79346;0.791896809;0;0.208103191;0;0;1032.21582;178;40.2
81.0504;0.790133423;0;0.209866577;0;0;1032.21582;173;40.4
79.9922;0.787430399;0;0.212569601;0;0;1032.21582;175;40.2
85.35577;0.744567473;0;0.199562724;0.055869802;0;1032.21582;176;40.2
85.88262;0.746031036;0;0.198399397;0.055569567;0;1030.21326;199;40
85.50175;0.749354253;0;0.199794039;0.050851708;0;1031.05554;191;39.2
84.84709;0.795189794;0;0.149653807;0.0551564;0;1030.07739;195;39
84.65362;0.797007145;0;0.148225794;0.054767061;0;1030.07739;193;40
84.45907;0.792377065;0;0.152729719;0.054893216;0;1030.07739;195;39.8
85.49971;0.7949041;0;0.150870804;0.054225096;0;1030.07739;202;39.8
85.75861;0.804201351;0;0.150415334;0.045383315;0;1030.07739;203;40
85.35556;0.788036304;0;0.150404848;0.061558849;0;1030.08411;192;39
83.96659;0.78388309;0;0.153539759;0.062577151;0;1030.08411;200;39.6
82.90517;0.779863186;0;0.156758499;0.063378315;0;1030.08411;204;40.2
81.71791;0.36069645;0.539845549;0.099458001;0;0;1074.06311;23;62.8
79.80662;0.341489591;0.556863704;0.101646705;0;0;1073.12817;28;59.4
79.59481;0.905082253;0;0.094917747;0;0;1030.77966;180;39.8
79.60695;0.904944229;0;0.095055771;0;0;1031.74146;179;39.8
79.52579;0.902743751;0;0.097256249;0;0;1032.60632;187;39.8
79.52579;0.902743751;0;0.097256249;0;0;1031.93286;189;38.8
79.64613;0.901379766;0;0.098620234;0;0;1031.93286;184;40.8
80.61828;0.90370906;0;0.09629094;0;0;1031.93286;186;39.2
80.25118;0.901505498;0;0.098494502;0;0;1031.93286;187;39.2
80.25118;0.901505498;0;0.098494502;0;0;1031.93286;185;39.2
80.21796;0.901878831;0;0.098121169;0;0;1031.93286;187;39.6
80.12362;0.90019098;0;0.09980902;0;0;1031.09546;187;39.6
80.12081;0.900222551;0;0.099777449;0;0;1031.90527;185;39.2
80.05199;0.900996465;0;0.099003535;0;0;1031.00366;192;39.2
80.01958;0.901361392;0;0.098638608;0;0;1031.00366;184;40
80.06999;0.900793918;0;0.099206082;0;0;1031.67102;193;39.4
80.03821;0.901151587;0;0.098848413;0;0;1031.67102;192;39.8
80.03978;0.901866047;0;0.098133953;0;0;1031.40186;188;39.2
79.52636;0.901381504;0;0.098618496;0;0;1031.54187;178;40.2
80.18672;1;0;0;0;0;1030.86365;199;38.4
79.43285;0.898783941;0;0.101216059;0;0;1030.86365;188;39.2
79.41738;0.898959019;0;0.101040981;0;0;1031.87671;185;40.4
80.11036;0.897823952;0;0.102176048;0;0;1031.96716;190;40.6
79.99336;0.899137128;0;0.100862872;0;0;1031.26843;191;39.6
79.07869;0.902957421;0;0.097042579;0;0;1030.86682;187;39.6
80.05496;0.904769049;0;0.095230951;0;0;1030.86682;190;39.2
80.03379;0.905008372;0;0.094991628;0;0;1029.91479;190;38.8
79.9485;0.904801216;0;0.095198784;0;0;1029.7157;197;39.6
80.68629;0.905416397;0;0.094583603;0;0;1029.8916;190;39.2
79.38514;0.701573745;0.202044236;0.096382018;0;0;1042.89575;139;41.4
79.38032;0.701616345;0.202056505;0.09632715;0;0;1043.94763;108;44.6
81.09844;1;0;0;0;0;1028.63904;196;39.8
82.19942;1;0;0;0;0;1029.7644;200;39.6
81.11485;1;0;0;0;0;1030.78589;175;41
80.60391;1;0;0;0;0;1029.59741;185;38.6
80.60391;1;0;0;0;0;1029.59741;186;38.4
81.10547;1;0;0;0;0;1029.77148;178;39.8
81.10547;1;0;0;0;0;1030.9989;185;38
81.10547;1;0;0;0;0;1030.20654;178;39.6
70.82578;1;0;0;0;0;1031.56604;178;40
65.20489;0.921865829;0;0;0.078134171;0;1031.63867;180;39.2
65.20489;0.921865829;0;0;0.078134171;0;1029.51563;206;38.4
61.87676;0.933571991;0;0;0.066428009;0;1031.43896;195;39
61.37051;0.933024021;0;0;0.066975979;0;1031.43896;185;40.2
62.88077;0.910614803;0;0;0.089385197;0;1032.50391;170;40.4
62.33088;0.933703487;0;0;0.066296513;0;1032.50391;175;41.2
60.90745;0.80617839;0.19382161;0;0;0;1035.65674;152;41
60.82003;0.8058998;0.1941002;0;0;0;1048.06995;87;46.4
61.34268;0.807553566;0.192446434;0;0;0;1048.01807;103;47.6
60.46307;0.657628533;0.342371467;0;0;0;1049.30225;88;46.6
72.53091;0.78580732;0;0;0;0.21419268;1039.33875;122;43.2
73.5271;0.78937929;0;0;0;0.21062071;1039.9137;135;42.1
73.04563;0.853287185;0;0;0;0.146712815;1041.07166;138;42.4
71.87047;0.849053582;0;0;0;0.150946418;1036.8999;173;40.2
71.81048;0.849762876;0;0;0;0.150237124;1036.8999;166;40.6
71.81574;0.849700637;0;0;0;0.150299363;1036.8999;164;40
71.75918;0.850370364;0;0;0;0.149629636;1032.8324;195;39.2
71.81764;0.849678157;0;0;0;0.150321843;1034.42334;220;38.2
71.09766;0.850997206;0;0;0;0.149002794;1035.5376;176;40.4
71.04892;0.851580995;0;0;0;0.148419005;1035.5376;160;39.8
71.23226;0.827096318;0;0;0;0.172903682;1035.604;173;40.4
71.73223;0.827360867;0;0;0;0.172639133;1034.53943;207;39.4
71.73223;0.827360867;0;0;0;0.172639133;1035.65198;207;39.4
71.73223;0.827360867;0;0;0;0.172639133;1037.71704;163;40.8
71.91488;0.825259529;0;0;0;0.174740471;1037.64453;156;41.8
71.87285;0.825742127;0;0;0;0.174257873;1035.65076;183;40.6
71.87285;0.825742127;0;0;0;0.174257873;1036.50623;182;40.6
71.87285;0.825742127;0;0;0;0.174257873;1036.50623;178;40.2
71.28252;0.832580554;0;0;0;0.167419446;1036.50623;179;39.8
71.86114;0.825876684;0;0;0;0.174123316;1036.12646;182;40
71.28105;0.700418414;0;0;0;0.299581586;1042.12;153;41.6
71.36707;0.699574187;0;0;0;0.300425813;1044.24011;119;43.6
71.30999;0.700134161;0;0;0;0.299865839;1044.25574;125;43.8
71.34636;0.699777256;0;0;0;0.300222744;1044.25574;124;43.4
71.34661;0.698362263;0;0;0;0.301637737;1035.36646;175;40.6
71.27988;0.699016048;0;0;0;0.300983952;1039.46765;188;40.8
70.46944;0.707055143;0;0;0;0.292944857;1040.53064;176;40
71.24766;0.699332161;0;0;0;0.300667839;1041.57617;166;40.8
71.34726;0.6983559;0;0;0;0.3016441;1041.57617;161;41.6
70.0926;0.703700819;0;0;0;0.296299181;1041.5885;163;41.2
70.59375;0.698705197;0;0;0;0.301294803;1041.62976;163;42.2
70.55789;0.699060304;0;0;0;0.300939696;1040.80212;181;40.8
70.56832;0.698956982;0;0;0;0.301043018;1040.80212;176;41
70.65235;0.698125682;0;0;0;0.301874318;1040.80212;171;40.8
70.6377;0.69827047;0;0;0;0.30172953;1039.90796;176;41
70.62305;0.698415319;0;0;0;0.301584681;1039.69519;175;41.2
67.31425;0.683025362;0;0;0;0.316974638;1043.83679;152;42.2
