ges;S6;S4;S17;IFOMK;TR;Pene;R+K
102.68137;0.698061878;0;0.301938122;0;0;188;40.6
103.69718;0.701019642;0;0.298980358;0;0;186;40.8
102.60733;0.697844004;0;0.302155996;0;0;195;37.4
104.47559;0.893188639;0;0.106811361;0;0;192;40.4
104.02559;0.892726588;0;0.107273412;0;0;189;40
97.67214;0.885748587;0;0.114251413;0;0;189;39.8
102.21035;0.643341501;0;0.356658499;0;0;142;43
103.76602;0.634939646;0;0.365060354;0;0;160;41.4
102.65219;0.631029596;0;0.368970404;0;0;164;40.6
102.72539;0.631583779;0;0.368416221;0;0;192;41
104.10234;0.547920825;0;0.452079175;0;0;181;40.6
102.6375;0.555740738;0;0.444259262;0;0;185;40.2
102.4123;0.62903206;0;0.37096794;0;0;176;40.4
103.58145;0.605524445;0;0.394475555;0;0;167;41.2
103.58438;0.605507317;0;0.394492683;0;0;171;40.2
101.75424;0.611238313;0;0.388761687;0;0;184;40.4
103.1651;0.602879171;0;0.397120829;0;0;126;43.4
103.1748;0.602822492;0;0.397177508;0;0;167;41
103.1098;0.603202508;0;0.396797492;0;0;181;40.6
103.9043;0.604748215;0;0.395251785;0;0;184;40.2
75.82228;0.664495845;0;0.259578715;0.07592544;0;175;39.2
75.71074;0.665474806;0;0.258487897;0.076037297;0;220;38.8
77.39238;0.651014867;0;0.254196214;0.094788918;0;215;39.2
74.54146;0.675913646;0;0.263643079;0.060443275;0;200;39.4
70.03593;0.719396316;0;0.280603684;0;0;205;39.6
75.53953;0.664625131;0;0.259577998;0.075796871;0;172;41
75.64688;0.663681965;0;0.261417127;0.074900908;0;192;40.2
73.52579;0.682828025;0;0.240110307;0.077061668;0;176;40.6
76.10537;0.659683673;0;0.246022455;0.094293872;0;189;40.4
76.15493;0.659254365;0;0.246513128;0.094232507;0;199;39.8
75.93985;0.661121532;0;0.264266521;0.074611946;0;152;41.2
75.60879;0.664016313;0;0.261045045;0.074938641;0;170;41.2
75.58243;0.664247895;0;0.260787328;0.074964777;0;180;40.6
76.64487;0.678341682;0;0.256575032;0.065083286;0;192;40.2
94.23984;0.658036771;0;0.28330099;0.058662239;0;185;40.4
95.34691;0.725245737;0;0.214130694;0.060623569;0;175;40.4
94.00535;0.744422419;0;0.197984476;0.057593105;0;190;40
75.20479;0.753816745;0;0.178146365;0.06803689;0;215;39.6
75.15792;0.75428684;0;0.177633841;0.068079319;0;194;39.8
74.99971;0.755877989;0;0.17589908;0.06822293;0;195;39.4
75.19454;0.761555959;0;0.17618367;0.062260372;0;204;39.2
75.31172;0.760371029;0;0.177776713;0.061852259;0;175;40.4
75.17848;0.761718646;0;0.176319473;0.061961881;0;172;40.2
75.36739;0.759809382;0;0.178384046;0.061806572;0;190;39.6
89.98419;0.803839208;0;0.196160792;0;0;153;42
89.98126;0.803865383;0;0.196134617;0;0;179;39.8
93.75121;0.800589667;0;0.199410333;0;0;205;39.2
90.47115;0.804305129;0;0.195694871;0;0;191;40
90.48223;0.804206638;0;0.195793362;0;0;194;39.8
90.46172;0.804388972;0;0.195611028;0;0;195;38.8
90.79544;0.798508273;0;0.201491727;0;0;187;40
80.90567;0.80681354;0;0.19318646;0;0;202;39.2
80.42989;0.805233602;0;0.194766398;0;0;193;39.6
79.66033;0.828135409;0;0.171864591;0;0;195;40.4
80.66831;0.811511856;0;0.188488144;0;0;199;39.6
82.11246;0.79723942;0;0.20276058;0;0;207;39.8
81.11777;0.793522184;0;0.206477816;0;0;199;39.8
83.5899;0.782447281;0;0.217552719;0;0;189;40
82.10646;0.796583972;0;0.203416028;0;0;185;40
80.92969;0.794381642;0;0.205618358;0;0;190;39.6
81.45704;0.795712808;0;0.204287192;0;0;191;40.6
81.45411;0.79574143;0;0.20425857;0;0;190;39.4
81.46582;0.795627049;0;0.204372951;0;0;199;40.6
81.46582;0.795627049;0;0.204372951;0;0;183;39.8
81.31875;0.79723889;0;0.20276111;0;0;188;40
81.34219;0.797009154;0;0.202990846;0;0;193;40
81.33695;0.7970605;0;0.2029395;0;0;185;40
80.74828;0.801991572;0;0.198008428;0;0;192;39.8
80.15702;0.797974775;0;0.202025225;0;0;185;41
85.20028;0.742064697;0;0.189816864;0.068118438;0;181;40.6
84.96328;0.740558863;0;0.191132687;0.06830845;0;187;40
81.17546;0.803005982;0;0.196994018;0;0;154;40.6
81.12002;0.803554782;0;0.196445218;0;0;154;40.6
80.7293;0.80744389;0;0.19255611;0;0;200;39.2
81.1834;0.802927446;0;0.197072554;0;0;182;39.2
81.19262;0.802836268;0;0.197163732;0;0;174;41
81.21679;0.802597345;0;0.197402655;0;0;175;41.2
81.21297;0.802635096;0;0.197364904;0;0;183;40
79.75833;0.817273631;0;0.182726369;0;0;185;40.2
79.91149;0.815707228;0;0.184292772;0;0;186;40
82.19297;0.806096555;0;0.193903445;0;0;184;39.8
82.11914;0.812129913;0;0.187870087;0;0;189;40.4
83.20313;0.801549293;0;0.198450707;0;0;192;40.4
82.2628;0.810711646;0;0.189288354;0;0;180;40.4
82.20485;0.811283154;0;0.188716846;0;0;180;40
83.82949;0.795867779;0;0.204132221;0;0;185;40.6
83.82949;0.795867779;0;0.204132221;0;0;180;40.2
82.73614;0.80032293;0;0.19967707;0;0;189;40.8
82.73614;0.80032293;0;0.19967707;0;0;186;40.2
82.65084;0.801148905;0;0.198851095;0;0;196;39.8
82.15196;0.798653374;0;0.201346626;0;0;192;40
82.16479;0.798528664;0;0.201471336;0;0;138;42.6
82.15489;0.79862489;0;0.20137511;0;0;188;40.2
82.16953;0.798482601;0;0.201517399;0;0;188;40.2
81.43067;0.79683392;0;0.20316608;0;0;185;40.4
83.43282;0.796055917;0;0.203944083;0;0;198;39.2
83.43282;0.796055917;0;0.203944083;0;0;182;39.8
83.43282;0.796055917;0;0.203944083;0;0;177;40.2
82.7543;0.796437164;0;0.203562836;0;0;183;40
82.7543;0.796437164;0;0.203562836;0;0;190;40
82.7543;0.796437164;0;0.203562836;0;0;221;39
82.7543;0.796437164;0;0.203562836;0;0;204;40
82.97091;0.796984871;0;0.203015129;0;0;198;40.6
83.15625;0.798337106;0;0.201662894;0;0;180;39.8
82.3418;0.806233529;0;0.193766471;0;0;184;40
82.31523;0.806493768;0;0.193506232;0;0;198;40.2
82.57675;0.876769672;0;0.123230328;0;0;223;39.2
81.26504;0.80047681;0;0.19952319;0;0;195;39.8
82.78886;0.860311641;0;0.139688359;0;0;191;40.4
83.11441;0.819208607;0;0.180791393;0;0;179;40.8
82.46075;0.817775487;0;0.182224513;0;0;160;40.8
69.55547;1;0;0;0;0;147;41.4
70.49418;1;0;0;0;0;167;40.2
70.73907;1;0;0;0;0;166;40.6
81.37384;0.869309719;0;0.130690281;0;0;168;40.4
81.38262;0.869215933;0;0.130784067;0;0;183;39.2
81.38262;0.869215933;0;0.130784067;0;0;184;40.4
81.38262;0.869215933;0;0.130784067;0;0;208;39.2
80.77031;0.870437045;0;0.129562955;0;0;193;39.8
80.9836;1;0;0;0;0;193;39.8
81.65061;0.809212081;0;0.190787919;0;0;180;40
80.48486;0.807508269;0;0.192491731;0;0;171;40.2
80.65104;0.805844413;0;0.194155587;0;0;198;40.6
82.46727;0.81147163;0;0.18852837;0;0;205;39.6
82.68353;0.812964202;0;0.187035798;0;0;196;40
82.12487;0.802708972;0;0.197291028;0;0;200;39
80.70028;0.782989848;0;0.217010152;0;0;191;40.4
80.15332;0.78833291;0;0.21166709;0;0;180;40
80.69238;0.783066505;0;0.216933495;0;0;195;39.6
80.35908;0.786314378;0;0.213685622;0;0;193;39.8
81.69141;0.773490138;0;0.226509862;0;0;190;40.4
80.76978;0.782316109;0;0.217683891;0;0;192;40.2
80.59863;0.783977346;0;0.216022654;0;0;186;39.2
81.21973;0.784186429;0;0.215813571;0;0;189;39.6
80.69297;0.782886539;0;0.217113461;0;0;188;39.6
80.68158;0.782997061;0;0.217002939;0;0;192;40.6
80.51732;0.782673219;0;0.217326781;0;0;195;40.6
80.51778;0.782668747;0;0.217331253;0;0;190;39.6
81.66342;0.785866793;0;0.214133207;0;0;182;40.6
81.08146;0.791333925;0;0.208666075;0;0;186;41.2
82.2082;0.792946689;0;0.207053311;0;0;177;40
81.79346;0.791896809;0;0.208103191;0;0;178;40.2
81.0504;0.790133423;0;0.209866577;0;0;173;40.4
79.9922;0.787430399;0;0.212569601;0;0;175;40.2
85.35577;0.744567473;0;0.199562724;0.055869802;0;176;40.2
85.88262;0.746031036;0;0.198399397;0.055569567;0;199;40
85.50175;0.749354253;0;0.199794039;0.050851708;0;191;39.2
84.84709;0.795189794;0;0.149653807;0.0551564;0;195;39
84.65362;0.797007145;0;0.148225794;0.054767061;0;193;40
84.45907;0.792377065;0;0.152729719;0.054893216;0;195;39.8
85.49971;0.7949041;0;0.150870804;0.054225096;0;202;39.8
85.75861;0.804201351;0;0.150415334;0.045383315;0;203;40
85.35556;0.788036304;0;0.150404848;0.061558849;0;192;39
83.96659;0.78388309;0;0.153539759;0.062577151;0;200;39.6
82.90517;0.779863186;0;0.156758499;0.063378315;0;204;40.2
81.71791;0.36069645;0.539845549;0.099458001;0;0;23;62.8
79.80662;0.341489591;0.556863704;0.101646705;0;0;28;59.4
79.59481;0.905082253;0;0.094917747;0;0;180;39.8
79.60695;0.904944229;0;0.095055771;0;0;179;39.8
79.52579;0.902743751;0;0.097256249;0;0;187;39.8
79.52579;0.902743751;0;0.097256249;0;0;189;38.8
79.64613;0.901379766;0;0.098620234;0;0;184;40.8
80.61828;0.90370906;0;0.09629094;0;0;186;39.2
80.25118;0.901505498;0;0.098494502;0;0;187;39.2
80.25118;0.901505498;0;0.098494502;0;0;185;39.2
80.21796;0.901878831;0;0.098121169;0;0;187;39.6
80.12362;0.90019098;0;0.09980902;0;0;187;39.6
80.12081;0.900222551;0;0.099777449;0;0;185;39.2
80.05199;0.900996465;0;0.099003535;0;0;192;39.2
80.01958;0.901361392;0;0.098638608;0;0;184;40
80.06999;0.900793918;0;0.099206082;0;0;193;39.4
80.03821;0.901151587;0;0.098848413;0;0;192;39.8
80.03978;0.901866047;0;0.098133953;0;0;188;39.2
79.52636;0.901381504;0;0.098618496;0;0;178;40.2
80.18672;1;0;0;0;0;199;38.4
79.43285;0.898783941;0;0.101216059;0;0;188;39.2
79.41738;0.898959019;0;0.101040981;0;0;185;40.4
80.11036;0.897823952;0;0.102176048;0;0;190;40.6
79.99336;0.899137128;0;0.100862872;0;0;191;39.6
79.07869;0.902957421;0;0.097042579;0;0;187;39.6
80.05496;0.904769049;0;0.095230951;0;0;190;39.2
80.03379;0.905008372;0;0.094991628;0;0;190;38.8
79.9485;0.904801216;0;0.095198784;0;0;197;39.6
80.68629;0.905416397;0;0.094583603;0;0;190;39.2
79.38514;0.701573745;0.202044236;0.096382018;0;0;139;41.4
79.38032;0.701616345;0.202056505;0.09632715;0;0;108;44.6
81.09844;1;0;0;0;0;196;39.8
82.19942;1;0;0;0;0;200;39.6
81.11485;1;0;0;0;0;175;41
80.60391;1;0;0;0;0;185;38.6
80.60391;1;0;0;0;0;186;38.4
81.10547;1;0;0;0;0;178;39.8
81.10547;1;0;0;0;0;185;38
81.10547;1;0;0;0;0;178;39.6
70.82578;1;0;0;0;0;178;40
65.20489;0.921865829;0;0;0.078134171;0;180;39.2
65.20489;0.921865829;0;0;0.078134171;0;206;38.4
61.87676;0.933571991;0;0;0.066428009;0;195;39
61.37051;0.933024021;0;0;0.066975979;0;185;40.2
62.88077;0.910614803;0;0;0.089385197;0;170;40.4
62.33088;0.933703487;0;0;0.066296513;0;175;41.2
60.90745;0.80617839;0.19382161;0;0;0;152;41
60.82003;0.8058998;0.1941002;0;0;0;87;46.4
61.34268;0.807553566;0.192446434;0;0;0;103;47.6
60.46307;0.657628533;0.342371467;0;0;0;88;46.6
72.53091;0.78580732;0;0;0;0.21419268;122;43.2
73.5271;0.78937929;0;0;0;0.21062071;135;42.1
73.04563;0.853287185;0;0;0;0.146712815;138;42.4
71.87047;0.849053582;0;0;0;0.150946418;173;40.2
71.81048;0.849762876;0;0;0;0.150237124;166;40.6
71.81574;0.849700637;0;0;0;0.150299363;164;40
71.75918;0.850370364;0;0;0;0.149629636;195;39.2
71.81764;0.849678157;0;0;0;0.150321843;220;38.2
71.09766;0.850997206;0;0;0;0.149002794;176;40.4
71.04892;0.851580995;0;0;0;0.148419005;160;39.8
71.23226;0.827096318;0;0;0;0.172903682;173;40.4
71.73223;0.827360867;0;0;0;0.172639133;207;39.4
71.73223;0.827360867;0;0;0;0.172639133;207;39.4
71.73223;0.827360867;0;0;0;0.172639133;163;40.8
71.91488;0.825259529;0;0;0;0.174740471;156;41.8
71.87285;0.825742127;0;0;0;0.174257873;183;40.6
71.87285;0.825742127;0;0;0;0.174257873;182;40.6
71.87285;0.825742127;0;0;0;0.174257873;178;40.2
71.28252;0.832580554;0;0;0;0.167419446;179;39.8
71.86114;0.825876684;0;0;0;0.174123316;182;40
71.28105;0.700418414;0;0;0;0.299581586;153;41.6
71.36707;0.699574187;0;0;0;0.300425813;119;43.6
71.30999;0.700134161;0;0;0;0.299865839;125;43.8
71.34636;0.699777256;0;0;0;0.300222744;124;43.4
71.34661;0.698362263;0;0;0;0.301637737;175;40.6
71.27988;0.699016048;0;0;0;0.300983952;188;40.8
70.46944;0.707055143;0;0;0;0.292944857;176;40
71.24766;0.699332161;0;0;0;0.300667839;166;40.8
71.34726;0.6983559;0;0;0;0.3016441;161;41.6
70.0926;0.703700819;0;0;0;0.296299181;163;41.2
70.59375;0.698705197;0;0;0;0.301294803;163;42.2
70.55789;0.699060304;0;0;0;0.300939696;181;40.8
70.56832;0.698956982;0;0;0;0.301043018;176;41
70.65235;0.698125682;0;0;0;0.301874318;171;40.8
70.6377;0.69827047;0;0;0;0.30172953;176;41
70.62305;0.698415319;0;0;0;0.301584681;175;41.2
67.31425;0.683025362;0;0;0;0.316974638;152;42.2
67.31425;0.683025362;0;0;0;0.316974638;143;42
67.25851;0.683591415;0;0;0;0.316408585;144;42.2
67.2486;0.683692151;0;0;0;0.316307849;148;42.4
67.26024;0.683573832;0;0;0;0.316426168;149;42
70.275;0.796057915;0;0;0;0.203942085;174;40.8
70.18812;0.797043289;0;0;0;0.202956711;188;39.6
71.59395;0.795763888;0;0;0;0.204236112;160;41.4
71.58418;0.795872496;0;0;0;0.204127504;172;40.6
63.86395;1;0;0;0;0;127;42.3
67.61719;1;0;0;0;0;186;39.4
63.54716;1;0;0;0;0;134;42
60.52969;1;0;0;0;0;178;39.6
68.29598;0.833334407;0;0;0;0.166665593;216;38.2
69.5374;0.804232255;0;0;0;0.195767745;158;40.6
69.56334;0.803932359;0;0;0;0.196067641;231;38.2
69.89863;0.699416856;0;0;0;0.300583144;194;39.4
70.77631;0.697830249;0;0;0;0.302169751;176;40.2
62.37688;0.799424883;0;0;0;0.200575117;138;42.8
62.45354;0.798443611;0;0;0;0.201556389;155;41
62.36076;0.799631531;0;0;0;0.200368469;156;40.6
61.93361;0.805146511;0;0;0;0.194853489;155;41.2
61.94123;0.805047462;0;0;0;0.194952538;157;41.8
62.43106;0.798731112;0;0;0;0.201268888;153;41
62.41348;0.798956091;0;0;0;0.201043909;150;41.2
62.41348;0.798956091;0;0;0;0.201043909;150;41.8
64.24688;1;0;0;0;0;206;39.4
62.96016;1;0;0;0;0;179;39.8
61.3099;0.792999989;0;0;0;0.207000011;188;39.2
62.43227;0.796913679;0;0;0;0.203086321;115;44
62.90335;0.799142653;0;0;0;0.200857347;174;42
62.93233;0.798774652;0;0;0;0.201225348;199;40.8
64.18304;0.54869573;0;0;0;0.45130427;189;40
68.2974;0.502593071;0;0;0;0.497406929;105;45
62.24051;0.50158249;0;0;0;0.49841751;85;47
61.98414;0.801956759;0;0;0;0.198043241;68;48
61.95405;0.802346255;0;0;0;0.197653745;144;42.2
61.88322;0.803264601;0;0;0;0.196735399;200;39.6
61.88413;0.803252789;0;0;0;0.196747211;177;40.4
61.89696;0.803086291;0;0;0;0.196913709;182;39.8
63.17452;0.805655191;0;0;0;0.194344809;182;40.6
63.17017;0.80571067;0;0;0;0.19428933;180;39.6
63.08438;0.806806376;0;0;0;0.193193624;183;40
63.08438;0.806806376;0;0;0;0.193193624;184;40
63.08438;0.806806376;0;0;0;0.193193624;190;40.6
62.99297;1;0;0;0;0;224;39.4
62.44688;1;0;0;0;0;162;41.4
62.44688;1;0;0;0;0;150;40.6
62.14922;1;0;0;0;0;139;42
62.32088;1;0;0;0;0;187;39.8
62.65781;1;0;0;0;0;202;39.2
64.48792;0.494989604;0;0;0;0.505010396;75;47.4
63.24579;0.499835641;0;0;0;0.500164359;73;48
